round,arena,pirate1,pirate2,pirate3,pirate4,fa1,fa2,fa3,fa4,pfa1,pfa2,pfa3,pfa4,nfa1,nfa2,nfa3,nfa4,opening_odds1,opening_odds2,opening_odds3,opening_odds4,closing_odds1,closing_odds2,closing_odds3,closing_odds4,winner
6432,2,5,11,1,4,0,-1,4,1,1,1,5,2,-1,-2,-1,-1,8,13,2,3,10,13,2,3,3
6432,3,8,19,14,9,0,-1,0,-1,2,0,1,1,-2,-1,-1,-2,13,2,5,13,13,2,7,13,2
6432,4,6,18,20,12,0,2,0,-1,1,4,1,2,-1,-2,-1,-3,8,5,2,5,8,5,2,5,3
6433,0,16,17,7,13,-3,1,4,-1,0,2,4,0,-3,-1,0,-1,13,3,2,5,13,3,2,5,4
6433,1,6,10,14,1,0,-1,3,3,2,1,4,3,-2,-2,-1,0,13,13,9,2,13,13,12,2,4
6433,2,9,11,8,18,1,4,0,0,2,5,3,1,-1,-1,-3,-1,12,3,7,2,13,3,8,2,2
6433,3,15,20,19,5,0,2,-3,3,1,3,0,4,-1,-1,-3,-1,2,5,7,4,2,6,8,5,1
6433,4,3,2,12,4,4,2,2,1,4,4,3,2,0,-2,-1,-1,7,5,4,2,7,5,4,2,4
6434,0,6,7,17,16,-2,2,1,2,0,2,3,2,-2,0,-2,0,13,5,5,2,13,6,6,2,2
6434,1,12,10,18,15,1,0,0,2,2,1,2,2,-1,-1,-2,0,13,13,13,2,13,13,13,2,1
6434,2,2,20,9,5,2,-1,0,2,3,0,1,2,-1,-1,-1,0,8,4,13,2,10,6,13,2,2
6434,3,1,4,19,14,4,0,0,0,5,1,1,2,-1,-1,-1,-2,2,10,2,10,2,12,2,12,1
6434,4,8,3,13,11,1,2,1,0,3,3,2,2,-2,-1,-1,-2,7,10,2,5,9,13,2,7,3
6435,0,7,13,18,9,2,-1,2,0,3,1,4,2,-1,-2,-2,-2,2,3,3,9,2,3,3,9,3
6435,1,19,1,12,14,2,-3,1,1,3,0,2,1,-1,-3,-1,0,2,5,8,7,2,5,8,7,1
6435,2,10,16,17,15,-2,0,1,0,0,1,3,1,-2,-1,-2,-1,13,9,7,2,13,9,7,2,4
6435,3,6,2,20,8,0,2,-2,5,0,3,1,5,0,-1,-3,0,11,4,4,2,11,4,4,2,2
6435,4,3,4,11,5,2,2,-1,0,2,2,0,0,0,0,-1,0,13,2,13,2,13,2,13,2,2
6436,0,5,10,2,20,1,-2,-1,0,2,1,2,1,-1,-3,-3,-1,4,13,9,2,6,13,11,2,1
6436,1,4,12,15,18,1,0,-1,0,2,1,0,2,-1,-1,-1,-2,6,12,2,10,7,13,2,13,3
6436,2,6,19,13,16,0,1,1,1,1,2,2,3,-1,-1,-1,-2,13,2,5,3,13,2,5,3,4
6436,3,1,11,17,9,3,1,1,0,3,2,3,2,0,-1,-2,-2,2,13,3,13,2,13,3,13,1
6436,4,14,8,3,7,4,2,0,1,5,4,3,3,-1,-2,-3,-2,3,6,12,2,3,6,12,2,1
6437,0,13,17,15,9,-1,6,-2,0,0,6,0,2,-1,0,-2,-2,13,2,2,13,13,2,2,13,2
6437,1,4,6,2,12,-1,0,4,0,0,2,4,2,-1,-2,0,-2,5,9,2,4,6,10,2,5,3
6437,2,14,19,7,10,0,0,2,1,2,2,2,1,-2,-2,0,0,13,2,2,6,13,2,2,5,2
6437,3,3,16,20,5,3,4,3,2,4,5,3,2,-1,-1,0,0,13,4,2,3,13,4,2,3,2
6437,4,11,8,1,18,2,0,3,2,3,2,3,4,-1,-2,0,-2,13,13,2,6,13,13,2,9,3
6438,0,6,15,16,8,1,3,4,-2,1,4,5,2,0,-1,-1,-4,13,2,3,13,13,2,2,13,2
6438,1,2,4,10,17,-2,1,-1,0,0,2,0,3,-2,-1,-1,-3,11,2,12,2,13,2,13,2,1
6438,2,19,1,13,3,1,1,1,4,1,2,1,5,0,-1,0,-1,2,2,5,12,2,2,3,13,1
6438,3,7,5,9,18,2,0,0,1,3,2,1,3,-1,-2,-1,-2,3,3,12,2,3,3,10,3,1
6438,4,20,11,14,12,3,2,5,0,3,2,5,1,0,0,0,-1,2,13,2,6,2,13,2,6,3
6439,0,4,9,10,15,1,2,1,-1,3,2,2,1,-2,0,-1,-2,3,13,13,2,4,13,13,2,4
6439,1,1,20,12,5,0,0,1,2,1,2,1,2,-1,-2,0,0,3,6,8,2,3,6,8,2,3
6439,2,17,19,2,16,3,0,0,3,4,0,3,3,-1,0,-3,0,4,2,13,2,3,2,13,2,4
6439,3,13,18,6,14,0,0,-1,1,2,2,1,2,-2,-2,-2,-1,3,8,5,2,3,8,5,2,1
6439,4,8,3,7,11,4,0,3,2,4,4,4,2,0,-4,-1,0,4,13,2,3,3,13,2,3,1
6440,0,19,14,9,2,0,1,-3,3,2,2,0,4,-2,-1,-3,-1,2,7,13,2,2,7,13,2,2
6440,1,11,3,17,10,1,2,5,1,2,3,5,2,-1,-1,0,-1,13,13,2,7,13,13,2,9,2
6440,2,8,20,1,5,3,2,-2,-1,4,3,1,0,-1,-1,-3,-1,12,2,3,4,12,2,3,4,2
6440,3,4,7,15,6,1,2,2,0,2,3,2,1,-1,-1,0,-1,13,13,2,13,13,13,2,13,3
6440,4,13,12,18,16,-2,0,0,-1,1,1,3,1,-3,-1,-3,-2,8,5,4,2,8,5,4,2,4
6441,0,6,9,20,1,1,0,0,7,2,2,2,7,-1,-2,-2,0,13,13,13,2,13,13,13,2,4
6441,1,8,13,2,12,0,0,3,0,2,2,3,3,-2,-2,0,-3,12,4,2,5,13,5,2,6,4
6441,2,19,16,14,15,-1,2,1,1,1,3,3,2,-2,-1,-2,-1,6,5,13,2,9,7,13,2,4
6441,3,17,18,11,3,3,2,2,2,3,2,3,4,0,0,-1,-2,2,3,10,8,2,3,11,8,1
6441,4,10,7,5,4,0,1,0,1,1,2,1,1,-1,-1,-1,0,13,6,5,2,13,7,7,2,4
6442,0,19,20,11,10,1,0,1,-1,2,1,3,1,-1,-1,-2,-2,2,3,13,13,2,4,13,13,1
6442,1,17,18,9,2,3,3,2,2,3,3,2,3,0,0,0,-1,2,2,13,4,2,2,13,4,4
6442,2,12,7,14,8,2,1,3,3,2,3,3,4,0,-2,0,-1,5,5,2,3,5,5,2,3,3
6442,3,4,15,5,1,0,2,1,3,1,3,1,5,-1,-1,0,-2,13,2,7,3,13,2,8,3,2
6442,4,13,3,6,16,2,4,1,1,2,5,1,3,0,-1,0,-2,4,7,5,2,5,7,6,2,2
6443,0,13,10,5,17,0,-2,1,2,2,1,2,4,-2,-3,-1,-2,7,13,2,2,7,13,2,2,3
6443,1,4,14,19,15,1,2,-1,0,1,3,0,2,0,-1,-1,-2,7,13,4,2,9,13,6,2,4
6443,2,16,6,12,8,1,0,1,2,2,1,2,3,-1,-1,-1,-1,2,6,4,4,2,6,4,4,2
6443,3,7,1,2,18,-1,4,4,3,1,4,4,4,-2,0,0,-1,13,2,5,4,13,2,7,6,4
6443,4,9,3,11,20,-1,3,0,-1,1,3,1,1,-2,0,-1,-2,13,5,5,2,13,7,7,2,3
6444,0,7,12,20,9,2,0,-2,0,2,1,0,2,0,-1,-2,-2,3,5,2,10,3,5,2,11,1
6444,1,4,3,14,11,0,1,2,2,2,4,3,3,-2,-3,-1,-1,2,13,3,3,2,13,2,3,3
6444,2,17,13,5,16,4,-1,1,2,5,2,3,3,-1,-3,-2,-1,2,13,7,2,2,13,7,2,1
6444,3,2,8,15,18,0,1,1,0,4,3,2,1,-4,-2,-1,-1,13,13,2,9,13,13,2,12,2
6444,4,1,19,6,10,3,0,-1,1,4,1,0,1,-1,-1,-1,0,2,2,13,13,2,2,13,13,2
6445,0,3,6,20,10,4,2,1,0,4,2,3,0,0,0,-2,0,7,3,2,7,7,3,2,7,1
6445,1,8,1,9,16,1,1,1,2,3,2,2,3,-2,-1,-1,-1,13,2,13,2,13,2,13,2,2
6445,2,7,2,14,4,1,2,0,1,2,3,1,1,-1,-1,-1,0,7,5,11,2,8,7,13,2,3
6445,3,18,5,12,13,1,1,0,-1,4,3,2,2,-3,-2,-2,-3,10,2,6,2,10,2,6,2,4
6445,4,15,11,19,17,2,1,1,0,2,1,3,2,0,0,-2,-2,2,13,3,11,2,13,4,13,1
6446,0,12,19,3,14,4,2,4,0,5,2,5,1,-1,0,-1,-1,9,2,13,11,11,2,13,13,2
6446,1,4,15,16,9,1,0,1,0,2,1,3,1,-1,-1,-2,-1,7,2,4,13,9,2,6,13,4
6446,2,20,11,1,13,2,4,1,-2,2,4,1,1,0,0,0,-3,4,13,2,10,6,13,2,13,1
6446,3,8,17,10,7,2,3,-1,2,3,4,0,3,-1,-1,-1,-1,11,2,13,3,13,2,13,3,1
6446,4,6,2,5,18,-2,2,2,1,0,3,3,4,-2,-1,-1,-3,13,4,2,4,13,4,2,4,3
6447,0,3,1,6,13,5,1,2,2,6,3,2,2,-1,-2,0,0,11,3,5,2,11,3,5,2,2
6447,1,18,15,20,11,-1,3,-2,-2,1,3,1,0,-2,0,-3,-2,13,2,13,13,13,2,13,13,2
6447,2,8,14,12,10,1,1,1,0,3,3,2,1,-2,-2,-1,-1,8,4,2,4,8,4,2,4,1
6447,3,5,19,7,17,0,0,1,1,1,1,2,2,-1,-1,-1,-1,11,2,8,2,12,2,8,2,4
6447,4,2,4,16,9,4,0,4,-1,5,1,4,1,-1,-1,0,-2,5,9,2,13,7,11,2,13,3
6448,0,4,20,16,19,0,1,1,1,0,1,3,2,0,0,-2,-1,12,7,4,2,13,9,6,2,2
6448,1,9,14,12,2,1,3,2,0,2,3,2,2,-1,0,0,-2,13,3,2,3,13,3,2,3,2
6448,2,1,11,8,5,0,4,3,0,1,4,4,1,-1,0,-1,-1,2,5,6,3,2,5,6,3,1
6448,3,6,7,10,18,1,0,-2,2,3,3,0,4,-2,-3,-2,-2,5,3,13,2,5,3,13,2,2
6448,4,17,15,3,13,3,1,5,2,4,3,5,3,-1,-2,0,-1,6,2,13,4,7,2,13,6,4
6449,0,7,8,14,6,1,-2,2,-1,2,2,4,1,-1,-4,-2,-2,3,13,2,3,2,13,2,2,3
6449,1,2,4,3,12,7,-1,2,4,7,0,2,5,0,-1,0,-1,2,6,11,3,2,6,11,3,1
6449,2,11,18,10,17,0,1,0,6,3,2,1,6,-3,-1,-1,0,13,13,13,2,13,13,13,2,4
6449,3,20,1,16,9,2,0,1,-1,4,1,2,1,-2,-1,-1,-2,4,2,2,13,3,2,2,13,2
6449,4,15,19,13,5,0,-3,1,1,2,1,2,1,-2,-4,-1,0,2,10,5,3,2,11,6,3,4
6450,0,19,11,10,4,-1,-1,-2,0,1,1,0,1,-2,-2,-2,-1,2,13,13,2,2,13,13,2,4
6450,1,5,7,18,1,1,0,1,6,1,1,2,6,0,-1,-1,0,13,13,13,2,13,13,13,2,4
6450,2,13,15,17,12,1,2,1,1,2,2,2,2,-1,0,-1,-1,13,2,6,13,13,2,7,13,2
6450,3,16,2,8,14,2,0,0,1,3,3,2,3,-1,-3,-2,-2,2,6,7,3,2,6,7,3,2
6450,4,3,20,6,9,3,1,0,0,4,3,0,2,-1,-2,0,-2,7,2,3,10,7,2,3,10,2
6451,0,2,5,19,15,0,0,-1,2,2,1,2,2,-2,-1,-3,0,13,13,10,2,13,13,10,2,4
6451,1,18,4,11,13,1,-2,3,0,3,1,4,2,-2,-3,-1,-2,10,9,3,2,10,9,3,2,2
6451,2,9,10,12,1,-1,-1,3,3,0,1,4,3,-1,-2,-1,0,13,13,7,2,13,13,7,2,4
6451,3,16,6,3,8,5,0,3,-3,5,0,3,2,0,0,0,-5,2,11,8,13,2,11,8,13,1
6451,4,7,17,20,14,1,0,-1,1,2,2,1,2,-1,-2,-2,-1,5,3,3,4,5,3,3,4,2
6452,0,20,1,17,16,4,0,1,1,4,2,2,3,0,-2,-1,-2,2,7,3,4,2,7,3,4,4
6452,1,4,5,12,10,0,2,2,0,2,2,2,0,-2,0,0,0,6,2,3,8,6,2,2,8,2
6452,2,18,8,2,9,-1,5,-1,-1,0,5,2,1,-1,0,-3,-2,7,2,4,8,8,2,4,10,2
6452,3,13,7,14,3,3,1,0,-1,5,2,3,1,-2,-1,-3,-2,2,3,5,12,2,3,5,13,1
6452,4,15,6,19,11,3,0,0,-1,4,1,1,1,-1,-1,-1,-2,2,13,3,13,2,13,4,13,1
6453,0,4,3,18,5,2,5,0,0,3,5,1,1,-1,0,-1,-1,3,5,5,2,3,5,5,2,4
6453,1,16,13,7,1,-1,-1,2,-2,1,0,3,0,-2,-1,-1,-2,9,7,3,2,10,7,3,2,3
6453,2,9,17,11,10,1,2,2,-1,2,3,2,1,-1,-1,0,-2,13,2,4,8,13,2,6,10,2
6453,3,14,12,19,6,2,1,0,-1,3,1,2,0,-1,0,-2,-1,6,7,2,5,7,8,2,7,3
6453,4,20,15,2,8,0,2,-1,0,1,2,3,2,-1,0,-4,-2,12,2,13,13,13,2,13,13,2
6454,0,9,15,16,2,-2,1,3,3,0,2,3,4,-2,-1,0,-1,13,2,3,6,13,2,3,6,3
6454,1,8,11,4,17,-1,2,-2,4,1,3,1,4,-2,-1,-3,0,13,13,10,2,13,13,13,2,4
6454,2,1,6,12,19,1,2,1,-1,2,2,2,1,-1,0,-1,-2,2,7,10,2,2,7,10,2,4
6454,3,5,14,7,18,1,1,1,2,1,3,1,3,0,-2,0,-1,3,12,4,2,3,12,4,2,4
6454,4,3,13,10,20,0,-3,-1,0,2,0,1,2,-2,-3,-2,-2,13,6,13,2,13,7,13,2,4
6455,0,5,6,2,16,1,0,3,1,2,1,3,3,-1,-1,0,-2,4,11,3,2,4,12,3,2,4
6455,1,13,20,19,8,2,0,0,0,3,1,1,3,-1,-1,-1,-3,5,6,2,13,7,7,2,13,3
6455,2,3,18,1,9,4,1,2,1,5,2,4,1,-1,-1,-2,0,9,7,2,7,11,9,2,9,4
6455,3,10,7,12,17,0,-1,6,1,0,1,6,1,0,-2,0,0,13,13,2,2,13,13,2,2,4
6455,4,4,14,11,15,1,2,2,-1,2,2,2,0,-1,0,0,-1,6,12,11,2,9,13,13,2,4
6456,0,7,10,17,13,-2,0,4,2,0,1,4,3,-2,-1,0,-1,13,13,2,2,13,13,2,2,4
6456,1,3,15,14,6,4,1,2,2,4,2,3,2,0,-1,-1,0,13,2,9,5,13,2,12,7,2
6456,2,20,11,8,2,3,2,2,1,3,3,4,2,0,-1,-2,-1,2,9,7,4,2,11,9,6,1
6456,3,1,12,4,5,1,2,1,0,3,3,1,1,-2,-1,0,-1,3,7,2,4,3,7,2,4,1
6456,4,18,9,16,19,2,0,2,-1,3,1,3,1,-1,-1,-1,-2,11,13,2,2,11,13,2,2,3
6457,0,4,3,1,10,-2,6,0,0,1,6,2,0,-3,0,-2,0,11,4,2,7,12,5,2,7,2
6457,1,5,14,13,16,-1,2,2,3,0,3,2,4,-1,-1,0,-1,12,11,3,2,13,11,3,2,1
6457,2,18,8,15,2,-1,0,2,4,1,3,3,5,-2,-3,-1,-1,13,13,2,5,13,13,2,7,4
6457,3,7,6,20,19,2,0,1,1,2,0,1,2,0,0,0,-1,11,13,4,2,13,13,6,2,3
6457,4,11,9,12,17,0,1,1,4,1,1,2,4,-1,0,-1,0,13,13,7,2,13,13,9,2,4
6458,0,9,7,14,17,-2,4,0,-2,0,4,2,1,-2,0,-2,-3,13,2,5,3,13,2,5,3,2
6458,1,11,20,5,10,3,0,3,-1,3,1,3,0,0,-1,0,-1,11,5,2,12,13,7,2,13,3
6458,2,15,1,13,8,2,3,0,1,3,4,3,4,-1,-1,-3,-3,2,3,13,13,2,4,13,13,1
6458,3,16,2,3,4,-1,0,5,-1,1,2,6,2,-2,-2,-1,-3,4,6,4,2,4,6,4,2,2
6458,4,19,18,6,12,1,0,1,-1,2,2,1,2,-1,-2,0,-3,2,10,5,9,2,13,7,11,1
6459,0,13,8,12,11,-1,2,1,1,1,3,2,2,-2,-1,-1,-1,5,5,2,4,5,5,2,4,4
6459,1,14,2,5,15,2,-1,1,-1,3,1,2,1,-1,-2,-1,-2,10,13,4,2,13,13,6,2,4
6459,2,20,1,6,16,3,3,0,4,3,3,1,4,0,0,-1,0,5,2,13,2,5,2,13,2,4
6459,3,9,19,10,17,1,-1,-1,2,1,1,1,3,0,-2,-2,-1,13,2,13,2,13,2,13,2,4
6459,4,7,4,3,18,2,1,4,0,3,2,4,1,-1,-1,0,-1,4,3,4,3,4,3,4,3,2
6460,0,14,20,9,17,1,0,0,4,1,1,1,4,0,-1,-1,0,13,4,13,2,13,6,13,2,4
6460,1,18,1,7,10,2,1,1,2,3,3,2,3,-1,-2,-1,-1,8,2,3,7,8,2,3,7,4
6460,2,2,4,11,16,3,-1,0,4,3,0,1,6,0,-1,-1,-2,5,5,13,2,7,7,13,2,1
6460,3,8,5,3,15,2,3,2,1,4,3,3,2,-2,0,-1,-1,13,4,13,2,13,6,13,2,4
6460,4,13,6,19,12,-1,1,0,2,0,2,2,3,-1,-1,-2,-1,11,9,2,3,13,10,2,3,3
6461,0,15,17,3,10,1,2,2,-2,1,4,4,0,0,-2,-2,-2,2,5,13,13,2,7,13,13,1
6461,1,20,14,8,19,0,1,1,-1,1,3,3,0,-1,-2,-2,-1,5,9,13,2,7,11,13,2,3
6461,2,5,12,1,13,2,2,1,0,2,2,2,2,0,0,-1,-2,4,11,2,4,4,11,2,4,1
6461,3,18,16,11,6,2,3,2,1,4,3,3,1,-2,0,-1,0,13,2,9,4,13,2,11,6,2
6461,4,9,4,7,2,-1,1,-2,2,1,2,1,4,-2,-1,-3,-2,13,2,6,2,13,2,6,2,3
6462,0,13,1,15,16,-1,2,1,2,2,2,2,2,-3,0,-1,0,13,3,2,3,13,3,2,3,2
6462,1,11,9,10,20,3,-2,0,-3,3,1,0,0,0,-3,0,-3,3,13,4,2,3,13,5,2,4
6462,2,6,2,5,3,0,1,0,2,1,3,1,3,-1,-2,-1,-1,8,5,2,4,10,7,2,6,4
6462,3,8,12,4,7,3,4,1,1,5,4,2,3,-2,0,-1,-2,12,3,2,4,13,2,2,5,2
6462,4,17,19,18,14,-1,-1,1,3,0,1,3,3,-1,-2,-2,0,9,2,6,3,8,2,9,4,3
6463,0,5,8,2,9,2,1,4,0,2,3,4,2,0,-2,0,-2,3,10,2,13,3,13,2,13,3
6463,1,1,6,3,11,5,-1,1,0,6,0,3,2,-1,-1,-2,-2,2,11,9,11,2,13,11,13,3
6463,2,16,17,10,7,3,1,1,-1,3,2,1,1,0,-1,0,-2,2,3,13,6,2,3,13,6,4
6463,3,14,15,18,4,3,1,1,0,3,3,3,1,0,-2,-2,-1,10,2,9,5,13,2,11,7,2
6463,4,19,20,13,12,0,0,1,3,1,1,2,4,-1,-1,-1,-1,3,5,4,3,3,5,4,3,1
6464,0,20,6,15,13,1,0,0,0,2,1,2,2,-1,-1,-2,-2,6,13,2,4,9,13,2,6,3
6464,1,10,16,19,17,0,0,-2,3,0,1,1,4,0,-1,-3,-1,13,5,4,2,13,6,4,2,4
6464,2,1,8,3,14,3,0,1,0,5,3,2,2,-2,-3,-1,-2,2,10,9,5,2,13,11,7,1
6464,3,11,9,12,7,0,0,5,-1,3,1,5,0,-3,-1,0,-1,13,13,2,3,13,13,2,4,3
6464,4,18,2,4,5,1,1,-1,2,3,2,1,2,-2,-1,-2,0,9,8,7,2,11,10,9,2,3
6465,0,7,6,14,5,0,1,0,0,1,1,1,1,-1,0,-1,-1,6,4,6,2,6,4,6,2,4
6465,1,3,9,1,16,3,-1,1,0,4,1,3,2,-1,-2,-2,-2,9,13,2,2,9,13,2,2,4
6465,2,15,12,13,4,0,2,1,0,2,4,2,2,-2,-2,-1,-2,2,10,5,5,2,13,7,7,4
6465,3,11,8,2,18,3,2,-1,2,3,3,2,4,0,-1,-3,-2,5,4,5,2,5,4,6,2,1
6465,4,20,10,17,19,1,-1,0,0,1,1,2,1,0,-2,-2,-1,4,13,7,2,6,13,10,2,4
6466,0,16,8,19,5,-1,2,1,2,1,3,2,4,-2,-1,-1,-2,9,13,2,3,11,13,2,3,3
6466,1,15,7,10,2,0,3,-1,2,2,3,1,3,-2,0,-2,-1,2,3,13,4,2,3,13,5,4
6466,2,17,9,13,4,3,2,0,-1,3,2,2,1,0,0,-2,-2,2,13,5,3,2,13,5,3,3
6466,3,6,3,1,20,-1,2,1,-1,1,3,2,1,-2,-1,-1,-2,13,13,2,3,13,13,2,4,3
6466,4,14,12,18,11,-1,3,1,0,1,5,1,2,-2,-2,0,-2,13,3,2,6,13,3,2,6,3
6467,0,19,17,6,1,-2,1,0,2,1,2,1,3,-3,-1,-1,-1,7,5,13,2,9,7,13,2,2
6467,1,13,11,3,10,-1,2,2,-1,1,3,4,1,-2,-1,-2,-2,3,3,5,5,3,3,5,5,4
6467,2,7,4,14,9,-1,-2,4,3,1,2,4,4,-2,-4,0,-1,7,10,2,4,9,13,2,6,4
6467,3,12,15,18,16,2,2,-1,2,4,3,1,3,-2,-1,-2,-1,13,2,13,3,13,2,13,4,4
6467,4,20,2,5,8,0,2,-1,2,1,3,0,4,-1,-1,-1,-2,3,4,3,5,3,4,3,5,3
6468,0,19,6,14,2,0,1,3,1,1,1,3,3,-1,0,0,-2,2,7,4,5,2,8,4,6,1
6468,1,18,10,5,8,1,3,-2,1,2,3,1,3,-1,0,-3,-2,3,3,4,4,3,3,4,4,3
6468,2,15,1,4,17,3,2,2,6,3,4,4,6,0,-2,-2,0,2,9,13,3,2,10,13,3,4
6468,3,11,16,12,7,1,2,0,1,2,3,2,2,-1,-1,-2,-1,13,2,7,2,13,2,7,2,2
6468,4,9,3,13,20,0,3,-1,0,1,4,1,1,-1,-1,-2,-1,13,9,4,2,13,12,6,2,3
6469,0,16,12,14,1,0,2,3,1,2,3,4,3,-2,-1,-1,-2,9,6,4,2,10,7,5,2,4
6469,1,6,18,7,8,-1,1,2,-2,0,2,2,2,-1,-1,0,-4,10,4,2,11,13,5,2,13,4
6469,2,17,9,11,4,2,2,2,-2,2,2,3,0,0,0,-1,-2,2,13,6,3,2,13,6,3,4
6469,3,15,10,3,19,2,2,2,1,2,2,2,2,0,0,0,-1,2,13,13,2,2,13,13,2,4
6469,4,20,13,2,5,1,-1,0,1,2,1,2,2,-1,-2,-2,-1,3,7,9,2,2,7,9,2,1
6470,0,13,20,18,6,1,0,2,1,2,1,3,2,-1,-1,-1,-1,4,3,4,4,4,3,4,4,4
6470,1,14,1,16,15,2,1,0,1,3,2,1,1,-1,-1,-1,0,13,8,13,2,13,10,13,2,4
6470,2,4,19,10,11,-1,0,-1,4,2,1,1,4,-3,-1,-2,0,13,2,13,3,13,2,13,4,3
6470,3,5,7,2,8,2,2,2,-1,3,3,4,3,-1,-1,-2,-4,3,3,3,13,2,2,2,13,3
6470,4,9,3,17,12,1,3,3,3,1,4,4,4,0,-1,-1,-1,13,11,2,2,13,11,2,2,3
6471,0,10,8,4,11,-1,3,2,2,0,5,2,2,-1,-2,0,0,13,10,2,4,13,13,2,6,2
6471,1,20,5,6,17,0,0,0,3,1,2,1,4,-1,-2,-1,-1,5,7,9,2,7,9,11,2,4
6471,2,2,16,3,18,0,-1,3,3,1,2,6,5,-1,-3,-3,-2,8,3,5,2,8,3,5,2,3
6471,3,1,14,9,12,1,2,0,3,3,3,1,4,-2,-1,-1,-1,2,4,13,2,2,4,13,2,4
6471,4,7,15,13,19,2,0,-1,0,3,0,0,2,-1,0,-1,-2,13,2,11,2,13,2,13,2,2
6472,0,19,2,16,13,-4,0,3,-1,0,1,3,1,-4,-1,0,-2,13,13,2,5,13,13,2,7,1
6472,1,18,10,12,5,0,1,2,-1,2,3,5,2,-2,-2,-3,-3,7,7,3,2,7,7,3,2,4
6472,2,1,6,14,9,3,1,2,1,3,1,2,2,0,0,0,-1,2,7,7,13,2,9,8,13,1
6472,3,11,8,7,17,1,2,2,1,1,3,3,3,0,-1,-1,-2,13,11,2,2,13,11,2,2,4
6472,4,3,20,4,15,3,0,1,2,4,1,3,2,-1,-1,-2,0,13,13,13,2,13,13,13,2,1
6473,0,17,15,12,13,3,2,2,0,4,2,2,2,-1,0,0,-2,11,2,13,13,13,2,13,13,3
6473,1,6,19,8,9,0,-1,1,3,1,1,3,3,-1,-2,-2,0,7,2,9,4,8,2,11,6,2
6473,2,2,1,4,14,1,0,0,3,2,1,1,3,-1,-1,-1,0,13,2,5,3,13,2,5,3,2
6473,3,3,16,11,10,5,0,3,-1,6,2,4,0,-1,-2,-1,-1,5,2,3,7,5,2,3,7,4
6473,4,7,5,18,20,3,1,2,0,3,1,3,1,0,0,-1,-1,5,3,5,3,5,3,5,3,3
6474,0,3,9,14,4,2,1,4,-1,4,2,5,1,-2,-1,-1,-2,11,13,2,2,12,13,2,2,4
6474,1,11,2,10,1,1,0,3,2,2,3,3,3,-1,-3,0,-1,13,13,11,2,13,13,13,2,4
6474,2,7,18,8,20,1,1,-1,-1,1,1,2,1,0,0,-3,-2,4,3,13,2,4,3,13,2,4
6474,3,16,13,12,17,3,3,4,2,4,3,4,2,-1,0,0,0,6,3,5,2,6,3,5,2,4
6474,4,19,6,5,15,-1,1,1,2,1,2,1,2,-2,-1,0,0,10,13,11,2,13,13,13,2,4
6475,0,3,13,7,2,4,0,2,-1,4,1,4,1,0,-1,-2,-2,7,3,2,4,7,3,2,4,1
6475,1,5,20,19,15,1,3,-1,2,1,3,2,3,0,0,-3,-1,13,5,9,2,13,7,11,2,3
6475,2,17,14,9,11,1,1,-1,-1,2,3,0,1,-1,-2,-1,-2,2,4,11,7,2,6,13,9,1
6475,3,16,6,10,1,0,-1,0,1,0,0,2,1,0,-1,-2,0,5,13,13,2,7,13,13,2,4
6475,4,12,4,8,18,1,2,6,-1,3,3,6,1,-2,-1,0,-2,9,3,2,5,10,3,2,5,4
6476,0,12,16,6,1,4,3,0,3,5,3,0,3,-1,0,0,0,13,4,13,2,13,5,13,2,2
6476,1,13,4,14,11,4,0,1,0,5,2,3,2,-1,-2,-2,-2,2,5,5,9,2,6,6,10,4
6476,2,19,18,10,2,1,1,1,5,2,2,2,5,-1,-1,-1,0,2,13,13,2,2,13,13,2,1
6476,3,7,5,15,3,0,-1,2,3,1,0,4,3,-1,-1,-2,0,13,13,2,8,13,13,2,10,3
6476,4,9,8,17,20,-1,3,-2,0,0,5,1,1,-1,-2,-3,-1,13,4,4,2,13,4,4,2,3
6477,0,1,3,5,17,3,0,1,1,3,3,2,2,0,-3,-1,-1,2,13,8,3,2,13,8,3,1
6477,1,16,6,9,4,2,-1,1,2,3,0,1,3,-1,-1,0,-1,2,13,13,2,2,13,13,2,1
6477,2,15,8,7,18,0,6,5,0,1,7,6,4,-1,-1,-1,-4,2,5,3,13,2,6,3,13,3
6477,3,2,20,13,11,2,1,1,0,4,3,2,1,-2,-2,-1,-1,8,3,2,7,8,3,2,6,3
6477,4,10,14,12,19,-2,3,1,-2,0,5,1,1,-2,-2,0,-3,13,4,4,2,13,5,4,2,3
6478,0,8,1,15,11,0,4,2,-3,2,5,2,0,-2,-1,0,-3,13,4,2,13,13,4,2,13,2
6478,1,17,19,16,9,1,0,3,0,1,2,5,1,0,-2,-2,-1,6,2,2,13,6,2,2,13,3
6478,2,7,12,6,2,4,1,-1,-1,4,2,0,2,0,-1,-1,-3,2,4,6,7,2,4,6,7,1
6478,3,20,13,4,10,2,-1,1,-2,2,1,2,1,0,-2,-1,-3,2,6,2,13,2,6,2,13,2
6478,4,3,14,5,18,3,0,0,1,4,2,1,2,-1,-2,-1,-1,8,9,2,2,8,9,2,2,4
6479,0,15,20,8,1,2,1,0,1,2,1,2,2,0,0,-2,-1,2,7,13,3,2,9,13,4,3
6479,1,2,9,14,12,3,0,1,0,4,2,2,2,-1,-2,-1,-2,2,13,3,3,2,13,2,3,4
